Space,Silhouette (↑),Davies–Bouldin (↓),Calinski–Harabasz (↑)
384-D,0.07627228157828167,3.3092134102200155,705.1725398103555
PCA 3-D,0.39989656091740106,0.9232962805939764,13327.941139477987
t-SNE 3-D,0.29893437027931213,1.064753629578132,6012.65966796875
